rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_dist,st_teff,st_mass
2216,Kepler-297,Transit,2,38.871826,0.217,,,5619,
2217,Kepler-297,Transit,2,74.920137,0.336,,,5619,
2218,Kepler-298,Transit,3,10.475464,0.08,,,4465,0.65
2219,Kepler-298,Transit,3,22.92881,0.136,,,4465,0.65
2220,Kepler-298,Transit,3,77.473633,0.305,,,4465,0.65
2221,Kepler-299,Transit,4,2.927128,0.04,,,5617,0.97
2222,Kepler-299,Transit,4,6.885875,0.07,,,5617,0.97
2223,Kepler-299,Transit,4,15.054786,0.118,,,5617,0.97
2224,Kepler-299,Transit,4,38.285489,0.22,,,5617,0.97
2225,Kepler-30,Transit,3,29.33434,0.18,0.036,1400,5498,0.99
2226,Kepler-30,Transit,3,60.323105,0.3,2.01,1400,5498,0.99
2227,Kepler-30,Transit,3,143.34394,0.5,0.073,1400,5498,0.99
2228,Kepler-300,Transit,2,10.446347,0.094,,,5986,0.94
2229,Kepler-300,Transit,2,40.714955,0.232,,,5986,0.94
2230,Kepler-301,Transit,3,2.508553,0.036,,,5815,0.91
2231,Kepler-301,Transit,3,5.419026,0.06,,,5815,0.91
2232,Kepler-301,Transit,3,13.751243,0.112,,,5815,0.91
2233,Kepler-302,Transit,2,30.184104,0.193,,,5740,
2234,Kepler-302,Transit,2,127.282184,0.503,,,5740,
2235,Kepler-303,Transit,2,1.937055,0.024,,,3944,0.59
2236,Kepler-303,Transit,2,7.061149,0.057,,,3944,0.59
2237,Kepler-304,Transit,4,3.295709,0.039,,,4731,0.8
2238,Kepler-304,Transit,4,5.315946,0.054,,,4731,0.8
2239,Kepler-304,Transit,4,9.653471,0.08,,,4731,0.8
2240,Kepler-304,Transit,4,1.49914695,,,,4731,0.8
2241,Kepler-305,Transit,3,5.487,,0.033,,5100,0.76
2242,Kepler-305,Transit,3,8.291,,0.019,,5100,0.76
2243,Kepler-305,Transit,3,16.738661,0.121,,,5100,0.76
2244,Kepler-306,Transit,4,4.646186,0.05,,,4954,0.82
2245,Kepler-306,Transit,4,7.240193,0.067,,,4954,0.82
2246,Kepler-306,Transit,4,17.326644,0.12,,,4954,0.82
2247,Kepler-306,Transit,4,44.840975,0.227,,,4954,0.82
2248,Kepler-307,Transit,2,10.4208,,0.02341,,5367,0.91
2249,Kepler-307,Transit,2,13.0729,,0.01145,,5367,0.91
2250,Kepler-308,Transit,2,9.694928,0.09,,,5895,
2251,Kepler-308,Transit,2,15.38231,0.123,,,5895,
2252,Kepler-309,Transit,2,5.923653,0.059,,,4713,
2253,Kepler-309,Transit,2,105.356383,0.401,,,4713,
2254,Kepler-31,Transit,3,20.8613,0.16,,2100,6340,1.21
2255,Kepler-31,Transit,3,42.6318,0.26,4.7,2100,6340,1.21
2256,Kepler-31,Transit,3,87.6451,0.4,6.8,2100,6340,1.21
2257,Kepler-310,Transit,3,13.930698,0.111,,,5797,0.85
2258,Kepler-310,Transit,3,56.47542,0.281,,,5797,0.85
2259,Kepler-310,Transit,3,92.876125,0.392,,,5797,0.85
2260,Kepler-311,Transit,2,9.176092,0.087,,,5905,1.06
2261,Kepler-311,Transit,2,19.738286,0.145,,,5905,1.06
2262,Kepler-312,Transit,2,1.772419,0.031,,,6115,1.23
2263,Kepler-312,Transit,2,19.747412,0.153,,,6115,1.23
2264,Kepler-313,Transit,2,14.970418,0.125,,,5727,0.9
2265,Kepler-313,Transit,2,32.273273,0.208,,,5727,0.9
2266,Kepler-314,Transit,2,2.461069,0.035,,,5378,1.02
2267,Kepler-314,Transit,2,5.960392,0.064,,,5378,1.02
2268,Kepler-315,Transit,2,96.101141,0.402,,,5796,0.78
2269,Kepler-315,Transit,2,265.469335,0.791,,,5796,0.78
2270,Kepler-316,Transit,2,2.240508,0.027,,,4204,0.53
2271,Kepler-316,Transit,2,6.827766,0.058,,,4204,0.53
2272,Kepler-317,Transit,2,5.524242,0.061,,,5497,0.95
2273,Kepler-317,Transit,2,8.77501,0.083,,,5497,0.95
2274,Kepler-318,Transit,2,4.662715,0.056,,,5746,1.05
2275,Kepler-318,Transit,2,11.815007,0.105,,,5746,1.05
2276,Kepler-319,Transit,3,4.362705,0.051,,,5526,1.29
2277,Kepler-319,Transit,3,6.941357,0.069,,,5526,1.29
2278,Kepler-319,Transit,3,31.781925,0.191,,,5526,1.29
2279,Kepler-32,Transit,5,5.90124,0.05,4.1,303,3900,0.58
2280,Kepler-32,Transit,5,8.7522,0.09,0.5,303,3900,0.58
2281,Kepler-32,Transit,5,22.7802,0.13,,303,3900,0.58
2282,Kepler-32,Transit,5,2.896,0.033,,303,3900,0.58
2283,Kepler-32,Transit,5,0.74296,0.013,,303,3900,0.58
2284,Kepler-320,Transit,2,8.371554,0.085,,,6435,
2285,Kepler-320,Transit,2,17.934937,0.142,,,6435,
2286,Kepler-321,Transit,2,4.915379,0.057,,,5740,1.01
2287,Kepler-321,Transit,2,13.093921,0.11,,,5740,1.01
2288,Kepler-322,Transit,2,1.653888,0.027,,,5388,0.91
2289,Kepler-322,Transit,2,4.337234,0.051,,,5388,0.91
2290,Kepler-323,Transit,2,1.678327,0.028,,,5987,1.09
2291,Kepler-323,Transit,2,3.553822,0.046,,,5987,1.09
2292,Kepler-324,Transit,2,4.385315,0.05,,,5194,0.86
2293,Kepler-324,Transit,2,51.805612,0.26,,,5194,0.86
2294,Kepler-325,Transit,3,4.544439,0.053,,,5752,0.87
2295,Kepler-325,Transit,3,12.762172,0.105,,,5752,0.87
2296,Kepler-325,Transit,3,38.715185,0.22,,,5752,0.87
2297,Kepler-326,Transit,3,2.248329,0.032,,,5105,0.98
2298,Kepler-326,Transit,3,4.580358,0.051,,,5105,0.98
2299,Kepler-326,Transit,3,6.766888,0.066,,,5105,0.98
2300,Kepler-327,Transit,3,2.549575,0.029,,,3799,0.55
2301,Kepler-327,Transit,3,5.212333,0.047,,,3799,0.55
2302,Kepler-327,Transit,3,13.969457,0.09,,,3799,0.55
2303,Kepler-328,Transit,2,34.921,,0.09,,5914,1.15
2304,Kepler-328,Transit,2,71.312,,0.124,,5914,1.15
2305,Kepler-329,Transit,2,7.416397,0.061,,,4257,0.53
2306,Kepler-329,Transit,2,18.684737,0.113,,,4257,0.53
2307,Kepler-33,Transit,5,5.66793,0.0677,,,5904,1.29
2308,Kepler-33,Transit,5,13.17562,0.1189,,,5904,1.29
2309,Kepler-33,Transit,5,21.77596,0.1662,,,5904,1.29
2310,Kepler-33,Transit,5,31.7844,0.2138,,,5904,1.29
2311,Kepler-33,Transit,5,41.02902,0.2535,,,5904,1.29
2312,Kepler-330,Transit,2,8.25978,0.075,,,5117,0.78
2313,Kepler-330,Transit,2,15.955387,0.116,,,5117,0.78
2314,Kepler-331,Transit,3,8.457496,0.065,,,4347,0.51
2315,Kepler-331,Transit,3,17.28111,0.105,,,4347,0.51
2316,Kepler-331,Transit,3,32.134328,0.159,,,4347,0.51
2317,Kepler-332,Transit,3,7.626324,0.07,,,4955,0.8
2318,Kepler-332,Transit,3,15.995622,0.114,,,4955,0.8
2319,Kepler-332,Transit,3,34.21154,0.189,,,4955,0.8
2320,Kepler-333,Transit,2,12.551158,0.087,,,4259,0.54
2321,Kepler-333,Transit,2,24.08821,0.135,,,4259,0.54
2322,Kepler-334,Transit,3,5.470319,0.061,,,5828,1
2323,Kepler-334,Transit,3,12.758005,0.107,,,5828,1
2324,Kepler-334,Transit,3,25.09849,0.168,,,5828,1
2325,Kepler-335,Transit,2,6.562331,0.075,,,5877,0.99
2326,Kepler-335,Transit,2,67.844469,0.356,,,5877,0.99
2327,Kepler-336,Transit,3,2.024823,0.033,,,5867,0.89
2328,Kepler-336,Transit,3,9.600001,0.092,,,5867,0.89
2329,Kepler-336,Transit,3,20.678772,0.154,,,5867,0.89
2330,Kepler-337,Transit,2,3.292781,0.045,,,5684,0.96
2331,Kepler-337,Transit,2,9.693201,0.093,,,5684,0.96
2332,Kepler-338,Transit,4,13.726976,0.117,,,5923,1.1
2333,Kepler-338,Transit,4,24.310856,0.172,,,5923,1.1
2334,Kepler-338,Transit,4,44.431014,0.257,,,5923,1.1
2335,Kepler-338,Transit Timing Variations,4,9.341,,0.027,,5923,1.1
2336,Kepler-339,Transit,3,4.977656,0.055,,,5631,0.84
2337,Kepler-339,Transit,3,6.988055,0.069,,,5631,0.84
2338,Kepler-339,Transit,3,10.558345,0.091,,,5631,0.84
2339,Kepler-34,Transit,1,288.822,1.0896,0.22,1499,5913,1.05
2340,Kepler-340,Transit,2,14.844387,0.134,,,6620,2.11
2341,Kepler-340,Transit,2,22.824669,0.178,,,6620,2.11
2342,Kepler-341,Transit,4,5.195528,0.06,,,6012,0.94
2343,Kepler-341,Transit,4,8.01041,0.08,,,6012,0.94
2344,Kepler-341,Transit,4,27.666313,0.182,,,6012,0.94
2345,Kepler-341,Transit,4,42.473269,0.242,,,6012,0.94
2346,Kepler-342,Transit,4,15.170318,0.128,,,6175,1.13
2347,Kepler-342,Transit,4,26.234138,0.185,,,6175,1.13
2348,Kepler-342,Transit,4,39.459357,0.242,,,6175,1.13
2349,Kepler-342,Transit,4,1.64422461,,,,6175,1.13
2350,Kepler-343,Transit,2,8.96855,0.088,,,5807,1.04
2351,Kepler-343,Transit,2,23.22182,0.167,,,5807,1.04
2352,Kepler-344,Transit,2,21.963945,0.153,,,5774,0.9
2353,Kepler-344,Transit,2,125.596809,0.488,,,5774,0.9
2354,Kepler-345,Transit,2,7.415563,0.066,,,4504,0.59
2355,Kepler-345,Transit,2,9.387427,0.077,,,4504,0.59
2356,Kepler-346,Transit,2,6.511127,0.071,,,6033,0.97
2357,Kepler-346,Transit,2,23.851549,0.168,,,6033,0.97
2358,Kepler-347,Transit,2,12.79836,0.11,,,6088,1.04
2359,Kepler-347,Transit,2,27.320871,0.183,,,6088,1.04
2360,Kepler-348,Transit,2,7.05677,0.076,,,6177,1.15
2361,Kepler-348,Transit,2,17.265427,0.138,,,6177,1.15
2362,Kepler-349,Transit,2,5.929778,0.065,,,5956,0.97
2363,Kepler-349,Transit,2,12.247629,0.105,,,5956,0.97
2364,Kepler-35,Transit,1,131.458,0.60347,0.127,1645,5606,0.89
2365,Kepler-350,Transit,3,11.189562,0.104,,,6186,1
2366,Kepler-350,Transit,3,17.849,,0.019,,6186,1
2367,Kepler-350,Transit,3,26.136,,0.047,,6186,1
2368,Kepler-351,Transit,3,37.054919,0.214,,,5643,0.89
2369,Kepler-351,Transit,3,57.24809,0.287,,,5643,0.89
2370,Kepler-351,Transit,3,142.544247,,,,5643,0.89
2371,Kepler-352,Transit,2,10.05537,0.085,,,5212,0.79
2372,Kepler-352,Transit,2,16.332995,0.118,,,5212,0.79
2373,Kepler-353,Transit,2,5.795278,0.051,,,3903,0.54
2374,Kepler-353,Transit,2,8.410894,0.065,,,3903,0.54
2375,Kepler-354,Transit,3,5.47666,0.054,,,4648,0.65
2376,Kepler-354,Transit,3,16.934402,0.115,,,4648,0.65
2377,Kepler-354,Transit,3,24.209842,0.146,,,4648,0.65
2378,Kepler-355,Transit,2,11.03189,0.102,,,6184,1.05
2379,Kepler-355,Transit,2,25.762294,0.179,,,6184,1.05
2380,Kepler-356,Transit,2,4.612696,0.057,,,6133,0.97
2381,Kepler-356,Transit,2,13.121632,0.115,,,6133,0.97
2382,Kepler-357,Transit,3,6.475434,0.063,,,5036,0.78
2383,Kepler-357,Transit,3,16.85837,0.12,,,5036,0.78
2384,Kepler-357,Transit,3,49.499875,0.246,,,5036,0.78
2385,Kepler-358,Transit,2,34.060467,0.21,,,5908,0.95
2386,Kepler-358,Transit,2,83.488369,0.381,,,5908,0.95
2387,Kepler-359,Transit,3,25.563222,0.178,,,6248,1.07
2388,Kepler-359,Transit,3,57.68802,0.307,,,6248,1.07
2389,Kepler-359,Transit,3,77.095691,0.372,,,6248,1.07
2390,Kepler-36,Transit,2,13.83989,0.1153,0.014,470,5911,1.07
2391,Kepler-36,Transit,2,16.23855,0.1283,0.025,470,5911,1.07
2392,Kepler-360,Transit,2,3.289672,0.044,,,6053,0.95
2393,Kepler-360,Transit,2,7.186434,0.075,,,6053,0.95
2394,Kepler-361,Transit,2,8.486616,0.086,,,6169,1.07
2395,Kepler-361,Transit,2,55.188023,0.3,,,6169,1.07
2396,Kepler-362,Transit,2,10.327186,0.087,,,5788,0.77
2397,Kepler-362,Transit,2,37.866281,0.207,,,5788,0.77
2398,Kepler-363,Transit,3,3.614568,0.048,,,5593,1.23
2399,Kepler-363,Transit,3,7.542427,0.079,,,5593,1.23
2400,Kepler-363,Transit,3,11.932125,0.107,,,5593,1.23
2401,Kepler-364,Transit,2,25.745718,0.178,,,6108,1.2
2402,Kepler-364,Transit,2,59.980627,0.312,,,6108,1.2
2403,Kepler-365,Transit,2,10.664903,0.098,,,6012,0.99
2404,Kepler-365,Transit,2,17.784129,0.137,,,6012,0.99
2405,Kepler-366,Transit,2,3.281959,0.045,,,6209,1.05
2406,Kepler-366,Transit,2,12.51616,0.11,,,6209,1.05
2407,Kepler-367,Transit,2,37.815724,0.201,,,4710,0.75
2408,Kepler-367,Transit,2,53.578637,0.253,,,4710,0.75
2409,Kepler-368,Transit,2,26.84768,0.186,,,5502,0.71
2410,Kepler-368,Transit,2,72.379334,0.36,,,5502,0.71
2411,Kepler-369,Transit,2,2.732756,0.03,,,3591,0.54
2412,Kepler-369,Transit,2,14.871572,0.094,,,3591,0.54
2413,Kepler-37,Transit,4,13.3675,,0.03146,66,5417,0.8
2414,Kepler-37,Transit,4,21.302,,0.03776,66,5417,0.8
2415,Kepler-37,Transit,4,39.7922,,0.03839,66,5417,0.8
2416,Kepler-37,Transit Timing Variations,4,51.196,,,66,5417,0.8
2417,Kepler-370,Transit,2,4.57953,0.054,,,5852,0.94
2418,Kepler-370,Transit,2,19.02293,0.14,,,5852,0.94
2419,Kepler-371,Transit,2,34.763278,0.2,,,5666,0.94
2420,Kepler-371,Transit,2,67.968015,0.313,,,5666,0.94
2421,Kepler-372,Transit,3,6.849692,0.075,,,6509,1.15
2422,Kepler-372,Transit,3,20.053763,0.154,,,6509,1.15
2423,Kepler-372,Transit,3,30.092568,0.201,,,6509,1.15
2424,Kepler-373,Transit,2,5.535309,0.06,,,5787,0.87
2425,Kepler-373,Transit,2,16.725948,0.126,,,5787,0.87
2426,Kepler-374,Transit,3,1.897806,0.029,,,5977,0.84
2427,Kepler-374,Transit,3,3.282807,0.042,,,5977,0.84
2428,Kepler-374,Transit,3,5.028219,0.056,,,5977,0.84
2429,Kepler-375,Transit,2,12.125934,0.101,,,5826,0.89
2430,Kepler-375,Transit,2,19.986326,0.141,,,5826,0.89
2431,Kepler-376,Transit,2,4.920199,0.057,,,5900,1.05
2432,Kepler-376,Transit,2,14.172327,0.115,,,5900,1.05
2433,Kepler-377,Transit,2,12.509529,0.109,,,5949,0.88
2434,Kepler-377,Transit,2,27.014976,0.182,,,5949,0.88
2435,Kepler-378,Transit,2,16.092361,0.112,,,4661,0.96
2436,Kepler-378,Transit,2,28.906009,0.166,,,4661,0.96
2437,Kepler-379,Transit,2,20.09838,0.152,,,6054,1.08
2438,Kepler-379,Transit,2,62.784697,0.326,,,6054,1.08
2439,Kepler-38,Transit,1,105.599,0.4632,0.384,600,5623,0.94
2440,Kepler-380,Transit,2,3.930821,0.05,,,6045,1.05
2441,Kepler-380,Transit,2,7.630004,0.078,,,6045,1.05
2442,Kepler-381,Transit,2,5.629021,0.066,,,6152,1.34
2443,Kepler-381,Transit,2,13.391635,0.117,,,6152,1.34
2444,Kepler-382,Transit,2,5.262155,0.055,,,5600,0.8
2445,Kepler-382,Transit,2,12.162701,0.097,,,5600,0.8
2446,Kepler-383,Transit,2,12.904532,0.095,,,4710,0.67
2447,Kepler-383,Transit,2,31.200751,0.172,,,4710,0.67
2448,Kepler-384,Transit,2,22.597053,0.148,,,5577,0.76
2449,Kepler-384,Transit,2,45.348269,0.236,,,5577,0.76
2450,Kepler-385,Transit,2,10.043686,0.097,,,6326,1.09
2451,Kepler-385,Transit,2,15.163161,0.127,,,6326,1.09
2452,Kepler-386,Transit,2,12.31043,0.096,,,5178,0.74
2453,Kepler-386,Transit,2,25.193458,0.155,,,5178,0.74
2454,Kepler-387,Transit,2,6.791636,0.068,,,5774,1.03
2455,Kepler-387,Transit,2,11.837549,0.098,,,5774,1.03
2456,Kepler-388,Transit,2,3.173315,0.036,,,4498,0.59
2457,Kepler-388,Transit,2,13.297004,0.093,,,4498,0.59
2458,Kepler-389,Transit,2,3.244107,0.041,,,5376,0.78
2459,Kepler-389,Transit,2,14.51143,0.11,,,5376,0.78
2460,Kepler-39,Transit,1,21.08721,0.164,20.1,1200,6350,1.29
2461,Kepler-390,Transit,2,6.738088,0.065,,,5166,0.67
2462,Kepler-390,Transit,2,13.060022,0.101,,,5166,0.67
2463,Kepler-391,Transit,2,7.416755,0.082,,,4940,1.22
2464,Kepler-391,Transit,2,20.485435,0.161,,,4940,1.22
2465,Kepler-392,Transit,2,5.341853,0.059,,,5938,1.13
2466,Kepler-392,Transit,2,10.423118,0.093,,,5938,1.13
2467,Kepler-393,Transit,2,9.182417,0.091,,,6189,1.32
2468,Kepler-393,Transit,2,14.613612,0.124,,,6189,1.32
2469,Kepler-394,Transit,2,8.005013,0.083,,,6402,1.11
2470,Kepler-394,Transit,2,12.130686,0.11,,,6402,1.11
2471,Kepler-395,Transit,2,7.054346,0.061,,360,4262,0.53
2472,Kepler-395,Transit,2,34.989262,0.177,,360,4262,0.53
2473,Kepler-396,Transit,2,42.994,,0.238,,5384,0.85
2474,Kepler-396,Transit,2,88.505,,0.056,,5384,0.85
2475,Kepler-397,Transit,2,22.250949,0.144,,,5307,
2476,Kepler-397,Transit,2,135.498527,0.48,,,5307,
2477,Kepler-398,Transit,3,4.081423,0.044,,,4493,
2478,Kepler-398,Transit,3,11.419412,0.087,,,4493,
2479,Kepler-398,Transit,3,6.83437001,,,,4493,
2480,Kepler-399,Transit,3,14.425281,0.103,,,5502,
2481,Kepler-399,Transit,3,26.67569,0.155,,,5502,
2482,Kepler-399,Transit,3,58.034616,0.261,,,5502,
2483,Kepler-4,Transit,1,3.21346,0.0456,0.077,550,5857,1.22
2484,Kepler-40,Transit,1,6.87349,0.08,2.2,2700,6510,1.48
2485,Kepler-400,Transit,2,9.024389,0.087,,,5886,
2486,Kepler-400,Transit,2,17.340824,0.134,,,5886,
2487,Kepler-401,Transit,3,14.383035,0.122,,,6117,
2488,Kepler-401,Transit,3,47.318218,0.269,,,6117,
2489,Kepler-401,Transit,3,184.256405,,,,6117,
2490,Kepler-402,Transit,4,4.028751,0.051,,,6090,
2491,Kepler-402,Transit,4,6.124821,0.068,,,6090,
2492,Kepler-402,Transit,4,8.921099,0.087,,,6090,
2493,Kepler-402,Transit,4,11.242861,0.102,,,6090,
2494,Kepler-403,Transit,3,7.031462,0.076,,,6090,
2495,Kepler-403,Transit,3,54.280749,0.297,,,6090,
2496,Kepler-403,Transit,3,13.61159129,,,,6090,
2497,Kepler-404,Transit,2,11.829851,0.102,,,5654,
2498,Kepler-404,Transit,2,14.751166,0.118,,,5654,
2499,Kepler-405,Transit,2,10.613839,0.095,,,5818,
2500,Kepler-405,Transit,2,29.726682,0.188,,,5818,
2501,Kepler-406,Transit,2,2.42629,,0.02,,5538,1.07
2502,Kepler-406,Transit,2,4.62332,,0.009,,5538,1.07
2503,Kepler-407,Transit,2,0.66931,,,,5476,1
2504,Kepler-407,Radial Velocity,2,3000,,12.6,,5476,1
2505,Kepler-408,Transit,1,2.46502,,,,6104,1.08
2506,Kepler-409,Transit,1,68.9584,,,,5460,0.92
2507,Kepler-41,Transit,1,1.8555582,0.03101,0.56,770,5750,1.15
2508,Kepler-410 A,Transit,1,17.833648,0.1226,,132,6273,1.21
2509,Kepler-411,Transit,2,3.00516,0.038,,,4974,0.83
2510,Kepler-411,Transit,2,7.83442788,,,,4974,0.83
2511,Kepler-412,Transit,1,1.7208604,0.02897,0.941,1056,5750,1.17
2512,Kepler-413,Transit,1,66.262,0.3553,0.211,,4700,0.82
2513,Kepler-414,Transit Timing Variations,2,4.7,,0.011,,,0.89
2514,Kepler-414,Transit Timing Variations,2,7.171,,0.094,,,0.89
2515,Kepler-415,Transit Timing Variations,2,4.176,,0.377,,,0.67
2516,Kepler-415,Transit Timing Variations,2,8.708,,,,,0.67
2517,Kepler-416,Transit Timing Variations,2,6.319,,0.183,,,1
2518,Kepler-416,Transit Timing Variations,2,12.209,,,,,1
2519,Kepler-417,Transit Timing Variations,2,12.331,,0.035,,,0.9
2520,Kepler-417,Transit Timing Variations,2,15.943,,,,,0.9
2521,Kepler-418,Transit,1,86.67856,,1.1,,5820,0.98
2522,Kepler-419,Transit,2,69.7546,0.37,2.5,,6430,1.39
2523,Kepler-419,Transit Timing Variations,2,675.47,1.68,7.3,,6430,1.39
2524,Kepler-42,Transit,3,1.2137672,0.0116,,38.7,3068,0.13
2525,Kepler-42,Transit,3,0.45328509,0.006,,38.7,3068,0.13
2526,Kepler-42,Transit,3,1.865169,0.0154,,38.7,3068,0.13
2527,Kepler-421,Transit,1,704.1984,1.219,,320,5308,0.79
2528,Kepler-422,Transit,1,7.8914483,0.082,0.43,,5972,1.15
2529,Kepler-423,Transit,1,2.6843285,0.03585,0.595,725,5560,0.85
2530,Kepler-424,Transit,2,3.3118644,0.044,1.03,,5460,1.01
2531,Kepler-424,Radial Velocity,2,223.3,0.73,6.97,,5460,1.01
2532,Kepler-425,Transit,1,3.79701816,0.0464,0.25,650,5170,0.93
2533,Kepler-426,Transit,1,3.21751883,0.0414,0.34,880,5725,0.91
2534,Kepler-427,Transit,1,10.290994,0.091,0.29,1100,5800,0.96
2535,Kepler-428,Transit,1,3.52563254,0.0433,1.27,720,5150,0.87
2536,Kepler-43,Transit,1,3.0240949,0.046,3.23,1950,6041,1.32
2537,Kepler-430,Transit,2,35.968,0.2244,,,5884,1.17
2538,Kepler-430,Transit,2,110.979,0.4757,,,5884,1.17
2539,Kepler-431,Transit,3,6.803,0.0719,,,6004,1.07
2540,Kepler-431,Transit,3,8.703,0.0847,,,6004,1.07
2541,Kepler-431,Transit,3,11.922,0.1045,,,6004,1.07
2542,Kepler-432,Transit,2,52.501129,0.301,5.41,870,4995,1.32
2543,Kepler-432,Radial Velocity,2,406.2,,2.43,870,4995,1.32
2544,Kepler-433,Transit,1,5.33408384,0.0679,2.82,1870,6360,1.46
2545,Kepler-434,Transit,1,12.8747099,0.1143,2.86,1240,5977,1.2
2546,Kepler-435,Transit,1,8.6001536,0.0948,0.84,2070,6161,1.54
2547,Kepler-436,Transit,2,64.00205,0.339,,618,4651,0.73
2548,Kepler-436,Transit,2,16.79713874,,,618,4651,0.73
2549,Kepler-437,Transit,1,66.65062,0.288,,417,4551,0.71
2550,Kepler-438,Transit,1,35.23319,0.166,,145,3748,0.54
2551,Kepler-439,Transit,1,178.1396,0.563,,693,5431,0.88
2552,Kepler-44,Transit,1,3.2467293,0.0446,1,2250,5800,1.12
2553,Kepler-440,Transit,1,101.11141,0.242,,261,4134,0.57
2554,Kepler-441,Transit,1,207.2482,0.64,,284,4340,0.57
2555,Kepler-442,Transit,1,112.3053,0.409,,342,4402,0.61
2556,Kepler-443,Transit,1,177.6693,0.495,,779,4723,0.74
2557,Kepler-444,Transit,5,3.6001053,0.04178,,35.7,5046,0.76
2558,Kepler-444,Transit,5,4.5458841,0.04881,,35.7,5046,0.76
2559,Kepler-444,Transit,5,6.189392,0.06,,35.7,5046,0.76
2560,Kepler-444,Transit,5,7.743493,0.0696,,35.7,5046,0.76
2561,Kepler-444,Transit,5,9.740486,0.0811,,35.7,5046,0.76
2562,Kepler-445,Transit,3,2.984151,,,90,3157,0.18
2563,Kepler-445,Transit,3,4.871229,,,90,3157,0.18
2564,Kepler-445,Transit,3,8.15275,,,90,3157,0.18
2565,Kepler-446,Transit,3,1.565409,,,120,3359,0.22
2566,Kepler-446,Transit,3,3.036179,,,120,3359,0.22
2567,Kepler-446,Transit,3,5.148921,,,120,3359,0.22
2568,Kepler-447,Transit,1,7.79430132,0.0769,1.37,,5493,1
2569,Kepler-449,Transit,2,12.58242,,,,,0.97
2570,Kepler-449,Transit,2,33.6727,,,,,0.97
2571,Kepler-45,Transit,1,2.455239,0.03,0.505,333,3820,0.59
2572,Kepler-450,Transit,3,28.454851,,,,,1.35
2573,Kepler-450,Transit,3,15.413135,,,,,1.35
2574,Kepler-450,Transit,3,7.51464,,,,,1.35
2575,Kepler-452,Transit,1,384.843,1.046,,,5757,1.04
2576,Kepler-453,Transit,1,240.503,0.7903,0.00063,,5527,0.94
2577,Kepler-454,Transit,2,10.57375339,0.0954,0.02152,,5701,1.03
2578,Kepler-454,Radial Velocity,2,523.9,,4.46,,5701,1.03
2579,KIC 9663113,Transit,2,20.74028413,,,,6065,0.98
2580,Kepler-46,Transit,3,33.60134,0.1968,6,855,5309,0.9
2581,Kepler-46,Transit Timing Variations,3,57.011,0.2799,0.376,855,5309,0.9
2582,Kepler-46,Transit,3,6.766589,0.067,,855,5309,0.9
2583,KIC 5437945,Transit,2,220.1303357,,,,6340,1.07
2584,Kepler-461,Transit,1,8.31378306,,,468,5634,0.98
2585,Kepler-462,Transit,1,84.6879808,,,733,7070,1.59
2586,Kepler-463,Transit,1,8.98101683,,,336,5661,0.87
2587,Kepler-464,Transit,1,7.25696522,,,653,5933,1.21
2588,Kepler-465,Transit,1,9.94067247,,,587,6310,1.23
2589,Kepler-466,Transit,2,51.07926307,,,436,5927,1.04
2590,Kepler-466,Transit,2,3.70921385,,,436,5927,1.04
2591,Kepler-467,Transit,1,24.99324193,,,458,5809,1.05
2592,Kepler-468,Transit,1,38.47875707,,,474,5498,0.96
2593,Kepler-47,Transit,2,49.532,0.2962,2,1500,5636,1.05
2594,Kepler-47,Transit,2,303.137,0.991,28,1500,5636,1.05
2595,Kepler-470,Transit,1,24.66919569,,,989,6613,1.4
2596,Kepler-471,Transit,1,5.01423457,,,1373,6733,1.49
2597,Kepler-472,Transit,1,4.17625551,,,302,4996,0.85
2598,Kepler-473,Transit,1,14.55731705,,,641,5816,1.06
2599,Kepler-474,Transit,1,5.66067294,,,568,5785,0.99
2600,Kepler-475,Transit,1,3.10550819,,,280,5009,0.86
2601,Kepler-476,Transit,1,14.00640607,,,687,5837,1.03
2602,Kepler-477,Transit,1,11.11990653,,,367,5240,0.87
2603,Kepler-478,Transit,1,13.2217576,,,420,5210,0.85
2604,Kepler-479,Transit,1,12.49341307,,,371,5247,0.86
2605,Kepler-48,Transit,4,4.778,,0.0124,,5194,0.88
2606,Kepler-48,Transit,4,9.67395,,0.04597,,5194,0.88
2607,Kepler-48,Transit,4,42.8961,,0.025,,5194,0.88
2608,Kepler-48,Radial Velocity,4,982,,2.067,,5194,0.88
2609,Kepler-480,Transit,1,4.9195838,,,806,6322,1.25
2610,Kepler-481,Transit,1,10.06082567,,,713,5802,1.01
2611,Kepler-482,Transit,1,56.35418576,,,290,4871,0.75
2612,Kepler-483,Transit,1,30.229104,,,953,6346,1.28
2613,Kepler-484,Transit,1,10.04556931,,,377,5668,0.96
2614,Kepler-485,Transit,1,3.2432598,,,1173,5958,1.07
2615,Kepler-486,Transit,1,30.36044667,,,428,4926,0.79
2616,Kepler-487,Transit,2,15.3587684,,,835,5444,0.91
2617,Kepler-487,Transit,2,38.6519976,,,835,5444,0.91
2618,Kepler-488,Transit,1,3.12082923,,,1157,5970,1.07
2619,Kepler-489,Transit,1,17.27629612,,,379,5014,0.82
2620,Kepler-49,Transit,4,7.2037945,,0.98,,4252,0.55
2621,Kepler-49,Transit,4,10.9129343,,0.72,,4252,0.55
2622,Kepler-49,Transit,4,2.576549,0.031,,,4252,0.55
